选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数,触发 +10% 日期,触发 -2% 日期,触发 -4% 日期,达到 +10% 天数,触发顺序
2025-08-20,5,600351,亚宝药业,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.16,6.42,-10.34%,+2.65%,第1天,2025-10-09,45,-,2025-08-27,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-20,6,600977,中国电影,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,12.83,14.08,+9.74%,+80.44%,第27天,2025-10-09,45,2025-09-01,-,-,第12天,-
2025-08-20,7,300093,*ST金刚,93.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.95,11.545,-3.39%,+12.09%,第14天,2025-10-09,45,2025-08-29,2025-08-22,2025-09-22,第9天,"('neg2pct', '10pct', 'neg4pct')"
2025-08-20,8,600288,大恒科技,93.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,12.8,14.11,+10.23%,+13.91%,第36天,2025-10-09,45,2025-09-24,2025-08-21,2025-08-28,第35天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-20,9,301188,力诺药包,93.5%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,21.18,17.26,-18.51%,+1.27%,第0天,2025-10-09,45,-,2025-08-21,2025-08-21,-,"('neg2pct', 'neg4pct')"
2025-08-20,10,301600,慧翰股份,93.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,113.62,137.37,+20.90%,+40.08%,第29天,2025-10-09,45,2025-08-25,2025-08-20,2025-09-10,第5天,"('neg2pct', '10pct', 'neg4pct')"
2025-08-21,1,000547,航天发展,97.0%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,8.62,7.8,-9.51%,+5.34%,第4天,2025-10-09,45,-,2025-08-28,2025-09-03,-,"('neg2pct', 'neg4pct')"
2025-08-21,2,300009,安科生物,95.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,11.62,10.29,-11.45%,+6.37%,第5天,2025-10-09,45,-,2025-08-22,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-21,3,688345,博力威,95.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,28.93,38.67,+33.67%,+55.13%,第19天,2025-10-09,45,2025-08-27,2025-08-28,-,第6天,"('10pct', 'neg2pct')"
2025-08-21,4,002921,联诚精密,95.3%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,16.78,15.28,-8.94%,+5.01%,第0天,2025-10-09,45,-,2025-08-27,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-21,5,600343,航天动力,94.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.85,15.13,+1.89%,+6.06%,第5天,2025-10-09,45,-,2025-08-22,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-21,6,688026,洁特生物,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,19.86,19.48,-1.91%,+1.66%,第11天,2025-10-09,45,-,2025-08-22,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-21,7,688385,复旦微电,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,50.52,66.0,+30.64%,+39.27%,第49天,2025-10-09,45,2025-08-25,-,-,第4天,-
2025-08-21,8,603259,药明康德,94.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,91.35,112.85,+23.54%,+26.37%,第12天,2025-10-09,45,2025-08-29,-,-,第8天,-
2025-08-21,9,603776,永安行,94.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,22.19,20.86,-5.99%,+5.18%,第27天,2025-10-09,45,-,2025-08-27,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-21,10,002240,盛新锂能,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,17.48,19.83,+13.44%,+14.13%,第18天,2025-10-09,45,2025-09-08,2025-08-26,2025-08-28,第18天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-22,1,300821,东岳硅材,95.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,10.39,9.32,-10.30%,+3.95%,第3天,2025-10-09,45,-,2025-08-27,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-22,2,300009,安科生物,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,11.59,10.29,-11.22%,+6.64%,第4天,2025-10-09,45,-,2025-08-22,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-22,3,002205,国统股份,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.46,14.26,-1.38%,+4.70%,第4天,2025-10-09,45,-,2025-08-22,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-22,4,300648,星云股份,94.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,55.61,44.83,-19.39%,+2.09%,第3天,2025-10-09,45,-,2025-08-22,2025-08-26,-,"('neg2pct', 'neg4pct')"
2025-08-22,5,301505,苏州规划,94.9%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,24.1,23.08,-4.23%,+4.65%,第4天,2025-10-09,45,-,2025-08-27,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-22,6,002913,奥士康,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,38.28,44.53,+16.33%,+16.33%,第48天,2025-10-09,45,2025-09-11,2025-09-04,2025-09-04,第20天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-22,7,300600,国瑞科技,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,20.5,15.7,-23.41%,+2.93%,第0天,2025-10-09,45,-,2025-08-25,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-22,8,300500,启迪设计,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.67,13.23,-9.82%,+2.11%,第3天,2025-10-09,45,-,2025-08-27,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-22,9,002225,濮耐股份,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,7.01,5.99,-14.55%,+2.85%,第0天,2025-10-09,45,-,2025-08-25,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-22,10,603109,神驰机电,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,35.0,29.32,-16.23%,+2.00%,第3天,2025-10-09,45,-,2025-08-27,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-25,1,600211,西藏药业,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,45.319,47.71,+5.28%,+27.94%,第18天,2025-10-09,45,2025-09-01,2025-08-27,-,第7天,"('neg2pct', '10pct')"
2025-08-25,2,603283,赛腾股份,94.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,41.05,52.14,+27.02%,+29.60%,第30天,2025-10-09,45,2025-09-12,2025-08-28,2025-08-28,第18天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-25,3,300600,国瑞科技,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,20.48,15.7,-23.34%,+0.59%,第0天,2025-10-09,45,-,2025-08-25,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-25,4,688026,洁特生物,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,19.56,19.48,-0.41%,+3.22%,第7天,2025-10-09,45,-,2025-08-27,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-25,5,301126,达嘉维康,94.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,12.588,11.108,-11.76%,+1.19%,第0天,2025-10-09,45,-,2025-08-27,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-25,6,300549,优德精密,94.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,20.62,19.26,-6.60%,+2.04%,第0天,2025-10-09,45,-,2025-08-27,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-25,7,300816,艾可蓝,94.2%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,39.105,37.085,-5.17%,+6.62%,第1天,2025-10-09,45,-,2025-08-28,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-25,8,603109,神驰机电,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,35.25,29.32,-16.82%,+1.28%,第0天,2025-10-09,45,-,2025-08-27,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-25,9,688171,纬德信息,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,43.0,56.95,+32.44%,+35.33%,第18天,2025-10-09,45,2025-09-01,2025-08-26,-,第7天,"('neg2pct', '10pct')"
2025-08-25,10,000669,ST金鸿,93.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,3.27,3.0,-8.26%,+8.26%,第22天,2025-10-09,45,-,2025-08-25,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-26,1,688580,伟思医疗,96.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,54.9,50.76,-7.54%,+3.02%,第0天,2025-10-10,45,-,2025-08-27,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-26,2,300351,永贵电器,95.4%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,18.62,18.7,+0.43%,+2.58%,第34天,2025-10-10,45,-,2025-08-27,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-26,3,002923,润都股份,95.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,14.4,13.04,-9.44%,+1.11%,第0天,2025-10-10,45,-,2025-08-27,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-26,4,000669,ST金鸿,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,3.26,3.0,-7.98%,+8.59%,第21天,2025-10-10,45,-,2025-08-28,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-26,5,601002,晋亿实业,94.6%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,5.67,5.35,-5.64%,+1.76%,第0天,2025-10-10,45,-,2025-08-27,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-26,6,002915,中欣氟材,94.3%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,27.41,26.58,-3.03%,+13.46%,第22天,2025-10-10,45,2025-09-09,2025-08-27,2025-08-28,第14天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-26,7,301126,达嘉维康,94.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,12.588,11.318,-10.09%,+0.79%,第0天,2025-10-10,45,-,2025-08-27,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-26,8,603611,诺力股份,94.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,27.01,24.46,-9.44%,+2.70%,第1天,2025-10-10,45,-,2025-08-28,2025-09-01,-,"('neg2pct', 'neg4pct')"
2025-08-26,9,003040,楚天龙,94.3%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,25.55,20.43,-20.04%,+4.03%,第0天,2025-10-10,45,-,2025-08-27,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-26,10,301258,富士莱,94.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,36.48,33.85,-7.21%,+1.32%,第0天,2025-10-10,45,-,2025-08-27,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-27,1,300671,富满微,97.4%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,39.3,37.83,-3.74%,+7.38%,第19天,2025-10-13,45,-,2025-09-02,2025-09-03,-,"('neg2pct', 'neg4pct')"
2025-08-27,2,002886,沃特股份,96.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,21.11,22.43,+6.25%,+19.23%,第21天,2025-10-13,45,2025-09-09,2025-08-28,2025-09-02,第13天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-27,3,300453,三鑫医疗,95.9%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,9.68,9.08,-6.20%,+5.48%,第12天,2025-10-13,45,-,2025-08-28,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-27,4,603912,佳力图,95.8%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,10.24,9.11,-11.04%,+5.57%,第0天,2025-10-13,45,-,2025-08-28,2025-09-02,-,"('neg2pct', 'neg4pct')"
2025-08-27,5,300314,戴维医疗,95.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,14.8,13.61,-8.04%,+5.61%,第0天,2025-10-13,45,-,2025-08-28,2025-09-04,-,"('neg2pct', 'neg4pct')"
2025-08-27,6,605228,神通科技,95.6%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,16.474,17.304,+5.04%,+24.52%,第22天,2025-10-13,45,2025-09-17,2025-08-28,2025-08-28,第21天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-27,7,002365,永安药业,95.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,19.34,18.63,-3.67%,+3.05%,第0天,2025-10-13,45,-,2025-08-28,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-27,8,300398,飞凯材料,95.2%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,22.54,26.4,+17.13%,+24.05%,第28天,2025-10-13,45,2025-08-29,2025-09-04,2025-09-11,第2天,"('10pct', 'neg2pct', 'neg4pct')"
2025-08-27,9,000533,顺钠股份,95.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.47,7.22,-3.35%,+6.16%,第0天,2025-10-13,45,-,2025-08-28,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-27,10,300942,易瑞生物,95.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,12.56,10.12,-19.43%,+12.66%,第7天,2025-10-13,45,2025-09-01,2025-08-28,2025-08-28,第5天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-28,1,000533,顺钠股份,95.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.47,7.22,-3.35%,+2.54%,第43天,2025-10-13,45,-,2025-08-28,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-28,2,002886,沃特股份,95.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,21.2,22.43,+5.80%,+18.73%,第20天,2025-10-13,45,2025-09-09,2025-08-28,2025-09-02,第12天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-28,3,688539,高华科技,95.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,32.82,33.95,+3.44%,+11.24%,第4天,2025-10-13,45,2025-09-01,2025-08-28,2025-09-04,第4天,"('neg2pct', '10pct', 'neg4pct')"
2025-08-28,4,002779,中坚科技,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,101.82,123.08,+20.88%,+43.39%,第20天,2025-10-13,45,2025-09-08,2025-08-28,2025-09-02,第11天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-28,5,300247,融捷健康,94.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,4.59,4.3,-6.32%,+2.61%,第19天,2025-10-13,45,-,2025-08-28,2025-09-02,-,"('neg2pct', 'neg4pct')"
2025-08-28,6,688290,景业智能,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,56.44,62.93,+11.50%,+33.24%,第28天,2025-10-13,45,2025-09-10,2025-08-28,2025-09-04,第13天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-28,7,300314,戴维医疗,94.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,14.8,13.61,-8.04%,+2.97%,第4天,2025-10-13,45,-,2025-08-28,2025-09-04,-,"('neg2pct', 'neg4pct')"
2025-08-28,8,300637,扬帆新材,94.2%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,14.75,14.2,-3.73%,+1.63%,第0天,2025-10-13,45,-,2025-08-28,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-28,9,300199,翰宇药业,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,26.04,20.93,-19.62%,+8.49%,第5天,2025-10-13,45,-,2025-08-28,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-28,10,002653,海思科,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,55.49,50.7,-8.63%,+7.93%,第15天,2025-10-13,45,-,2025-08-28,2025-09-22,-,"('neg2pct', 'neg4pct')"
2025-08-29,1,300992,泰福泵业,95.6%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,28.86,25.99,-9.94%,+5.61%,第0天,2025-10-13,45,-,2025-09-02,2025-09-02,-,"('neg2pct', 'neg4pct')"
2025-08-29,2,600458,时代新材,95.5%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,14.43,16.65,+15.38%,+17.19%,第45天,2025-10-13,45,2025-09-26,2025-09-02,-,第28天,"('neg2pct', '10pct')"
2025-08-29,3,688539,高华科技,95.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,32.68,33.95,+3.89%,+11.72%,第3天,2025-10-13,45,2025-09-01,2025-08-29,2025-09-04,第3天,"('neg2pct', '10pct', 'neg4pct')"
2025-08-29,4,002779,中坚科技,95.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,101.85,123.08,+20.84%,+43.35%,第19天,2025-10-13,45,2025-09-08,2025-09-01,2025-09-02,第10天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-29,5,002885,京泉华,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,15.65,21.11,+34.89%,+38.34%,第45天,2025-10-13,45,2025-09-24,2025-09-02,2025-09-03,第26天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-29,6,000501,武商集团,95.0%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,10.643,9.633,-9.49%,+7.14%,第14天,2025-10-13,45,-,2025-09-05,2025-09-19,-,"('neg2pct', 'neg4pct')"
2025-08-29,7,300247,融捷健康,94.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,4.53,4.3,-5.08%,+3.97%,第18天,2025-10-13,45,-,2025-09-02,2025-09-03,-,"('neg2pct', 'neg4pct')"
2025-08-29,8,001268,联合精密,94.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,35.01,30.61,-12.57%,+11.05%,第17天,2025-10-13,45,2025-09-15,2025-09-02,2025-09-02,第17天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-29,9,300145,南方泵业,94.4%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,4.98,4.67,-6.22%,+3.21%,第0天,2025-10-13,45,-,2025-09-02,2025-09-03,-,"('neg2pct', 'neg4pct')"
2025-08-29,10,688786,悦安新材,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,26.58,31.92,+20.09%,+20.32%,第45天,2025-10-13,45,2025-09-08,2025-09-04,-,第10天,"('neg2pct', '10pct')"
